Date|Time|Lat|Lng|Weather|Nautical_Twilight
3/22/19|10:01 AM|35.83262624|-78.87502497|CLEAR|DAYLIGHT
3/22/19|12:54 AM|35.75839863|-78.79513221|CLEAR|DARK - ROADWAY NOT LIGHTED
3/22/19|2:27:35 PM|35.82059377|-78.77624294|CLEAR|DAYLIGHT
3/21/19|8:10:27 AM|35.7744957|-78.76688293|RAIN|DARK - LIGHTED ROADWAY
3/27/19|7:29:32 PM|35.77537357|-78.76721079|CLEAR|DARK - LIGHTED ROADWAY
3/25/19|5:52:44 PM|35.78425574|-78.79275882|CLOUDY|DAYLIGHT
3/28/19|8:53:25 PM|35.76635379|-78.73572499|CLEAR|DARK - LIGHTED ROADWAY
4/2/19|3:55:26 PM|35.79467098|-78.57601469|RAIN|DAYLIGHT
4/4/19|9:20:11 PM|35.741518299999996|-78.80973072|CLEAR|DAYLIGHT
4/5/19|1:36:39 PM|35.7367539|-78.7786444|RAIN|DAYLIGHT
3/19/19|9:15:39 PM|35.76635376|-78.73572499|CLEAR|DAYLIGHT
4/5/19|6:26:30 PM|35.73924226|-78.78936655|RAIN|DAYLIGHT
4/11/19|2:38:49 PM|35.85904634|-78.81712359|CLEAR|DAYLIGHT
4/12/19|1:47:57 PM|36.00341055|-78.51451363|RAIN|DAYLIGHT
4/19/19|8:33:41 PM|35.7632103|-78.74513216|CLOUDY|DUSK
4/22/19|3:21:18 PM|35.74001409|-78.84656796|CLEAR|DAYLIGHT
4/24/19|5:44:32 PM|35.71921234|-79.18107651|CLEAR|DAYLIGHT
4/25/19|7:04:07 AM|35.82407067|-78.90258592|CLEAR|DAYLIGHT
4/24/19|4:24:28 PM|35.79542541|-78.7746691|CLEAR|DAYLIGHT
4/25/19|6:03:02 PM|35.79509317|-78.81608628|CLEAR|DAYLIGHT
4/27/19|3:29:42 PM|35.76126621|-78.74187459999999|CLEAR|DAYLIGHT
5/1/19|3:41:38 PM|35.59574902|-78.78834502|CLEAR|DAYLIGHT
5/1/19|2:43:07 PM|35.80060734|-78.76612055|CLEAR|DAYLIGHT
4/30/19|4:09:10 PM|35.737154100000005|-78.79085468|CLEAR|DAYLIGHT
5/10/19|12:00 PM|35.79395181|-78.84740098|CLEAR|DAYLIGHT
5/10/19|9:08:47 AM|35.771527|-78.82771629999999|CLEAR|DAYLIGHT
5/7/19|9:04:04 AM|35.82885558|-78.89361758|CLEAR|DAYLIGHT
5/16/19|3:58:40 PM|35.84514771|-78.90318812|CLEAR|DAYLIGHT
5/21/19|12:31 PM|35.77240236|-78.75282274|CLEAR|DAYLIGHT
5/22/19|1:21:30 PM|35.74222888|-78.78065811|CLOUDY|DAYLIGHT
5/24/19|10:25 AM|35.75007796|-78.74608602|CLEAR|DAYLIGHT
6/6/19|2:44:46 PM|35.74042608|-78.77602991|CLEAR|DAYLIGHT
6/5/19|8:41:05 AM|35.77749511|-78.86715286|CLEAR|DAYLIGHT
6/6/19|10:38 AM|35.86082452|-78.89378055|OTHER *|DAYLIGHT
6/12/19|1:00:03 AM|35.77311021|-78.87341952|CLEAR|DARK - LIGHTED ROADWAY
6/11/19|3:01:57 PM|35.76487943|-78.78344969|CLEAR|DAYLIGHT
6/22/19|3:36:30 PM|35.71658779|-78.79913745|CLEAR|DAYLIGHT
6/23/19|7:31:17 PM|35.73894832|-78.79830394|CLEAR|DAYLIGHT
6/27/19|5:46:55 PM|35.78970692|-78.76124301|CLEAR|DAYLIGHT
7/1/19|7:31:34 AM|35.73632722|-78.78771798|CLEAR|DAYLIGHT
7/5/19|4:52:58 PM|35.78998185|-78.84634507|CLEAR|DAYLIGHT
7/2/19|6:53:55 PM|35.83356342|-78.7827976|CLEAR|DAYLIGHT
7/9/19|2:42:58 PM|35.83534457|-78.88200703|CLEAR|DAYLIGHT
7/10/19|4:29:49 PM|35.75954137|-78.74137283|CLEAR|DAYLIGHT
8/1/19|10:22 AM|35.60195368|-78.79930456|CLEAR|DAYLIGHT
8/1/19|3:57:45 PM|35.76126621|-78.74187459999999|CLEAR|DAYLIGHT
8/6/19|1:07:41 PM|35.82326541|-78.87413247|CLEAR|DAYLIGHT
8/10/19|2:46:20 AM|35.78847964|-78.78633814|CLEAR|DARK - LIGHTED ROADWAY
8/9/19|11:29 AM|35.85116104|-78.89248437|OTHER *|UNKNOWN
8/13/19|5:34:41 PM|35.818295|-78.89057972|CLEAR|DAYLIGHT
8/15/19|8:49:37 PM|35.75956508|-78.74137444|RAIN|DARK - LIGHTED ROADWAY
8/16/19|6:50:45 AM|35.73484478|-78.79776199|CLOUDY|DAYLIGHT
8/16/19|3:26:11 PM|35.66910488|-78.94941506|CLEAR|DAYLIGHT
8/20/19|11:58 AM|35.94550462|-78.56081774|CLEAR|DAYLIGHT
8/20/19|1:47:48 PM|35.77348143|-78.85450227|CLEAR|DAYLIGHT
8/13/19|4:09:54 PM|35.78866601|-78.78116649|CLOUDY|DAYLIGHT
8/22/19|10:09 AM|35.79260841|-78.78118155|CLEAR|DAYLIGHT
8/26/19|9:19:32 AM|35.75007799|-78.74608602|CLEAR|DAYLIGHT
8/28/19|10:10 PM|35.78066078|-78.83877268|CLOUDY|DAYLIGHT
8/30/19|2:30:51 PM|35.74567325|-78.74068038|CLEAR|DAYLIGHT
8/30/19|7:19:35 PM|35.73928851|-78.7894014|CLEAR|DUSK
8/31/19|10:09 AM|35.8259374|-78.79026233|CLEAR|DAYLIGHT
9/4/19|6:20:05 PM|35.80512794|-78.77419015|CLEAR|DAYLIGHT
9/4/19|4:16:42 PM|35.78970692|-78.76124301|CLEAR|DAYLIGHT
9/9/19|11:08 PM|35.78620365|-78.80787058|CLEAR|DAYLIGHT
9/6/19|9:35:04 AM|35.78808664|-78.84696656|CLEAR|DAYLIGHT
9/14/19|7:40:06 PM|35.814035|-78.26857493|CLEAR|DAYLIGHT
9/15/19|9:53:29 AM|35.77719327|-78.81233504|CLEAR|DAYLIGHT
9/13/19|2:53:18 PM|35.73873255|-78.79843887|CLEAR|DUSK
9/23/19|3:22:14 PM|35.79175649|-78.81263716|CLEAR|DAYLIGHT
10/1/19|7:19:35 PM|35.78081889|-78.81192457|CLEAR|DAYLIGHT
10/2/19|2:41:56 PM|35.75028365|-78.76232406|CLEAR|DAYLIGHT
10/7/19|2:43:11 PM|35.78304523|-78.78193188|CLEAR|DAYLIGHT
10/6/19|6:10:47 PM|35.77354932|-78.78165535|CLEAR|DAYLIGHT
10/10/19|7:02:13 PM|35.82417363|-78.87860573|CLEAR|DARK - LIGHTED ROADWAY
10/14/19|6:56:54 AM|35.73720886|-78.79086044|CLOUDY|DARK - ROADWAY NOT LIGHTED
10/15/19|6:20:56 PM|35.81291067|-78.80938144|CLEAR|DAYLIGHT
10/16/19|11:43 AM|35.66910488|-78.94941506|RAIN|DAYLIGHT
10/21/19|4:34:30 PM|35.7811364|-78.77843148|CLEAR|DAYLIGHT
10/25/19|3:52:20 PM|35.76486493|-78.87499565|CLEAR|DAYLIGHT
11/1/19|12:13 PM|35.76468689|-78.78860254|CLEAR|DAYLIGHT
11/3/19|8:19:15 AM|35.59574902|-78.78834502|CLEAR|DAYLIGHT
11/3/19|5:43:19 PM|35.78677549|-78.78803402|CLEAR|DAYLIGHT
11/4/19|4:19:21 PM|35.82414896|-78.90433533|CLEAR|DAYLIGHT
11/5/19|5:55:31 PM|35.79886194|-78.30951923|CLEAR|DARK - LIGHTED ROADWAY
11/9/19|11:19 PM|35.77227984|-78.88021032|CLEAR|DARK - LIGHTED ROADWAY
11/11/19|4:53:35 PM|35.94463947|-78.5620243|CLEAR|DAYLIGHT
11/15/19|7:17:36 AM|35.71606837|-78.8412005|RAIN|DAYLIGHT
11/17/19|1:49:27 PM|35.76439685|-78.75615611|CLEAR|DAYLIGHT
11/18/19|5:19:11 PM|35.82729581|-78.79969857|RAIN|DARK - LIGHTED ROADWAY
11/20/19|8:13:28 AM|35.71860868|-78.77324141|CLEAR|DAYLIGHT
11/20/19|9:22:14 AM|35.73601443|-78.78461828|CLEAR|DAYLIGHT
11/20/19|8:53:09 PM|35.80381593|-78.88602496|CLEAR|DAYLIGHT
11/22/19|3:04:50 PM|35.75897059|-78.74241617|CLEAR|DAYLIGHT
11/12/19|5:45:38 PM|35.80068584|-78.88945567|CLEAR|DAYLIGHT
11/22/19|11:20 AM|35.84218889|-78.89726089|CLOUDY|DAYLIGHT
11/26/19|6:06:18 PM|35.66995931|-78.7490492|CLEAR|DARK - ROADWAY NOT LIGHTED
11/26/19|8:28:24 AM|35.84951952|-78.90051712|CLEAR|UNKNOWN
11/27/19|1:35:36 PM|35.78304523|-78.78193188|CLEAR|DAYLIGHT
12/1/19|6:23:14 AM|35.72364612|-78.82365103|CLEAR|DAYLIGHT
12/4/19|4:21:26 PM|35.72490911|-78.81795644|CLEAR|DUSK
12/5/19|12:33 PM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
12/9/19|1:02:28 AM|35.82519424|-78.89810265|CLOUDY|DARK - ROADWAY NOT LIGHTED
12/15/19|5:17:58 PM|35.78057759|-78.77354308|CLEAR|DUSK
12/14/19|3:57:15 AM|35.80304311|-78.78678742|CLEAR|DARK - LIGHTED ROADWAY
12/16/19|5:30:52 PM|35.76548875|-78.81362121|CLEAR|DARK - ROADWAY NOT LIGHTED
12/17/19|3:10:00 PM|35.80357455|-78.78658532|RAIN|DAYLIGHT
12/18/19|9:31:44 AM|35.81891733|-78.90723014|CLEAR|DAYLIGHT
12/22/19|7:26:24 AM|35.82808673|-78.89746395|CLEAR|DAYLIGHT
12/24/19|11:59 AM|35.73694328|-78.79379272|CLEAR|DAYLIGHT
12/23/19|5:32:31 PM|35.73916252|-78.74977017|CLOUDY|DAYLIGHT
12/25/19|2:41:52 PM|35.83127604|-78.77329688|CLEAR|DAYLIGHT
12/16/19|4:56:56 PM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
12/29/19|7:29:53 PM|35.69444171|-79.21669623|RAIN|DUSK
8/1/19|3:09:40 PM|35.80374311|-78.77462991|RAIN|DAYLIGHT
7/30/19|9:29:35 PM|35.94510714|-78.59024323|CLOUDY|DAYLIGHT
8/5/19|3:35:45 PM|35.80283877|-78.77061714|CLEAR|DAYLIGHT
8/6/19|1:17:01 PM|35.76849142|-78.76455526|CLOUDY|UNKNOWN
8/8/19|9:36:39 AM|35.82035533|-78.87559164|CLEAR|DAYLIGHT
8/9/19|3:54:14 PM|35.83886435|-78.90889212|CLEAR|DAYLIGHT
8/12/19|4:58:24 PM|35.91131647|-78.48064892|CLEAR|DAYLIGHT
8/13/19|10:36 AM|35.80324598|-78.80638038|CLEAR|DAYLIGHT
8/14/19|7:22:59 PM|35.74222888|-78.78065811|CLEAR|DAYLIGHT
8/15/19|2:32:12 PM|35.98783615|-78.67805458|CLEAR|DAYLIGHT
8/16/19|4:36:10 PM|35.74222888|-78.78065811|RAIN|DAYLIGHT
8/16/19|1:46:28 PM|35.81960783|-78.87535964|CLEAR|DAYLIGHT
8/21/19|10:56 AM|35.73601443|-78.78461828|CLEAR|DAYLIGHT
8/28/19|5:40:24 PM|35.88916238|-78.89578578|RAIN|DAYLIGHT
9/1/19|4:56:28 PM|35.81065921|-78.78373182|CLEAR|DARK - LIGHTED ROADWAY
9/3/19|7:48:16 AM|35.83670115|-78.88305475|CLEAR|DAYLIGHT
9/3/19|7:30:22 AM|35.83670115|-78.88305475|CLEAR|DAYLIGHT
9/11/19|9:26:32 PM|35.73484478|-78.79776199|CLEAR|DARK - LIGHTED ROADWAY
9/11/19|6:32:24 PM|35.79702182|-78.88520963|CLEAR|DAYLIGHT
9/16/19|3:01:37 PM|35.76765921|-78.74423118|CLEAR|DAYLIGHT
9/12/19|10:55 AM|35.78499199|-78.78336213|CLEAR|DAYLIGHT
9/17/19|9:23:26 PM|35.80304311|-78.78678742|CLEAR|DAYLIGHT
9/18/19|10:01 PM|35.751060200000005|-78.78230205|CLEAR|DAYLIGHT
9/18/19|2:39:01 PM|35.77134472|-78.78529328|CLEAR|DAYLIGHT
9/19/19|6:51:09 PM|35.78273326|-78.84111221|CLEAR|DAYLIGHT
9/20/19|3:03:21 PM|35.838203299999996|-78.86392420000001|CLEAR|DAYLIGHT
9/21/19|11:15 AM|35.78987222|-78.75033359999999|CLEAR|DAYLIGHT
9/29/19|4:13:23 PM|35.74553529999999|-78.81992405|CLEAR|DAYLIGHT
9/29/19|5:15:17 PM|35.78067827|-78.79439053|CLEAR|DARK - UNKNOWN LIGHTING
10/2/19|4:04:32 PM|35.75490826|-78.73025042|CLEAR|DAYLIGHT
10/2/19|9:51:50 PM|35.76189114|-78.74493492|CLEAR|DAYLIGHT
10/4/19|4:53:09 PM|35.791536900000004|-78.84942449|CLEAR|DAYLIGHT
10/7/19|11:28 AM|35.79507019|-78.84231963|CLEAR|DAYLIGHT
3/10/19|4:25:04 PM|35.75906037|-78.78054126|CLEAR|DAYLIGHT
3/18/19|9:20:37 AM|35.80600538|-78.7839673|CLEAR|DAYLIGHT
3/19/19|2:44:12 PM|35.67131979|-78.76310372|CLEAR|DAYLIGHT
4/3/19|9:15:24 AM|35.82064945|-78.78167826|CLEAR|DAYLIGHT
4/4/19|7:58:07 AM|35.69481893|-78.79836125|CLEAR|DAYLIGHT
4/3/19|3:49:41 PM|35.78897826|-78.85009392|CLEAR|DAYLIGHT
4/5/19|9:37:25 PM|35.78771588|-78.87078942|RAIN|DARK - LIGHTED ROADWAY
4/5/19|5:24:56 PM|35.73484478|-78.79776199|RAIN|DAYLIGHT
10/8/19|7:47:16 PM|35.76277073|-78.74571288|CLEAR|DARK - LIGHTED ROADWAY
10/10/19|4:40:00 PM|35.75948879|-78.74982148|CLEAR|DAYLIGHT
10/12/19|2:32:46 PM|35.75954137|-78.74137283|CLEAR|DAYLIGHT
10/10/19|3:42:15 PM|35.80923093|-78.86188779|CLEAR|DAYLIGHT
10/12/19|3:27:57 PM|35.75954137|-78.74137283|CLEAR|DAYLIGHT
10/7/19|2:55:43 PM|35.81508486|-78.87831287|CLEAR|DAYLIGHT
10/14/19|9:00:40 AM|35.73632722|-78.78771794|CLEAR|DAYLIGHT
10/16/19|7:42:25 AM|35.84072416|-78.88667977|RAIN|DAWN
10/16/19|8:17:28 AM|35.73720886|-78.79086044|RAIN|DAYLIGHT
10/17/19|3:37:11 PM|35.827261299999996|-78.79969953|CLEAR|DAYLIGHT
10/1/19|11:27 AM|35.75776395|-78.73637239|CLEAR|DAYLIGHT
10/14/19|8:14:49 AM|35.99036031|-78.66195014|CLEAR|DAYLIGHT
10/22/19|7:01:54 AM|35.84630615|-78.89544919|CLEAR|DARK - LIGHTED ROADWAY
10/22/19|10:49 AM|35.78986305|-78.87060937|CLOUDY|DAYLIGHT
10/23/19|2:12:42 PM|35.76466685|-78.78229406|CLEAR|DAYLIGHT
10/15/19|9:56:38 AM|35.8142611|-78.86894543|CLEAR|DAYLIGHT
10/24/19|1:36:18 PM|35.82613716|-78.63922281|CLEAR|DAYLIGHT
10/28/19|5:41:06 PM|35.74648522|-78.76000058|CLEAR|DAYLIGHT
10/31/19|7:18:08 AM|35.80087803|-78.84627544|CLEAR|DAWN
10/30/19|9:11:40 PM|35.78119187|-78.84472193|RAIN|DARK - LIGHTED ROADWAY
11/2/19|9:35:32 AM|35.76470703|-78.74849745|CLEAR|DAYLIGHT
11/1/19|4:18:36 PM|35.73789038|-78.77946603|CLEAR|DAYLIGHT
4/7/19|8:08:38 PM|35.99036031|-78.66195014|CLEAR|DARK - LIGHTED ROADWAY
4/8/19|8:38:20 AM|35.73203438|-78.78973236|CLEAR|DAYLIGHT
4/9/19|3:03:59 PM|35.7767378|-78.81095216|CLOUDY|DAYLIGHT
11/5/19|7:58:31 PM|35.83243168|-78.90778056|CLEAR|DARK - LIGHTED ROADWAY
11/7/19|9:43:27 AM|35.76189117|-78.74493492|CLEAR|DAYLIGHT
4/12/19|7:34:12 PM|35.79139096|-78.77820741|RAIN|DARK - LIGHTED ROADWAY
4/6/19|1:36:47 PM|35.76986053|-78.83062951|CLOUDY|DARK - LIGHTED ROADWAY
4/13/19|4:43:52 PM|35.822038799999994|-78.89847516|CLEAR|DAYLIGHT
4/23/19|5:05:32 PM|35.84805045|-78.60474303|CLEAR|DAYLIGHT
4/27/19|12:48 PM|35.79259481|-78.86269304|CLEAR|DAYLIGHT
4/29/19|7:38:59 PM|35.78716056|-78.78332557|CLEAR|DAYLIGHT
4/25/19|7:51:37 AM|35.81370928|-78.87272861|CLEAR|DAYLIGHT
4/25/19|8:17:08 AM|35.82666261|-78.76015979|CLEAR|DAYLIGHT
5/1/19|9:56:24 AM|35.78267147|-78.85217323|CLEAR|DAYLIGHT
5/8/19|8:26:51 AM|35.78808664|-78.84696656|CLOUDY|DAYLIGHT
5/9/19|5:49:53 PM|35.75954137|-78.74137283|CLEAR|DAYLIGHT
5/9/19|5:12:14 PM|35.94510714|-78.59024323|CLEAR|DAYLIGHT
5/11/19|3:17:57 PM|35.75332943|-78.7311219|CLEAR|DAYLIGHT
5/8/19|8:36:04 PM|35.7648649|-78.87499565|CLEAR|DAYLIGHT
5/12/19|3:23:35 PM|35.75581484|-78.74147742|CLOUDY|DAYLIGHT
11/11/19|6:38:15 AM|35.78986305|-78.87060937|CLEAR|DAYLIGHT
11/13/19|9:19:29 AM|35.74042608|-78.77602988|CLEAR|DAYLIGHT
11/13/19|7:49:48 AM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
11/14/19|6:08:00 PM|35.81148364|-78.88086222|CLEAR|DARK - LIGHTED ROADWAY
11/17/19|1:33:21 PM|35.810134600000005|-78.88574455|CLEAR|DAYLIGHT
11/16/19|3:44:24 AM|35.82914574|-78.88418273|CLEAR|DARK - LIGHTED ROADWAY
11/16/19|9:43:16 AM|35.78304614|-78.78332142|CLEAR|DAYLIGHT
11/20/19|1:19:53 PM|35.71551897|-78.79383846|CLEAR|DAYLIGHT
11/20/19|11:37 AM|35.78251325|-78.77849726|CLEAR|DAYLIGHT
11/20/19|9:27:25 AM|35.69115475|-78.83799018|CLEAR|DAYLIGHT
11/27/19|2:05:02 PM|35.76126621|-78.74187459999999|CLEAR|DAYLIGHT
11/29/19|2:07:43 PM|35.76126621|-78.74187459999999|CLEAR|DAYLIGHT
12/3/19|5:45:29 PM|35.83045053|-78.84628924|CLEAR|DARK - LIGHTED ROADWAY
12/3/19|6:45:13 AM|35.84906907|-78.83067059999999|CLEAR|DAYLIGHT
12/4/19|2:24:29 PM|35.59574902|-78.78834502|CLEAR|DAYLIGHT
12/3/19|6:08:19 PM|35.73957007|-78.80504957|CLEAR|DARK - LIGHTED ROADWAY
12/6/19|4:29:48 PM|35.73694328|-78.79379272|CLOUDY|DAYLIGHT
5/16/19|5:13:50 PM|35.75776395|-78.73637239|CLEAR|DAYLIGHT
12/9/19|9:04:42 AM|35.83934688|-78.90986368|CLOUDY|DAYLIGHT
5/17/19|10:05 AM|35.76762125|-78.74859205|CLEAR|DAYLIGHT
5/21/19|11:53 AM|35.80403066|-78.84967187|CLEAR|DAYLIGHT
5/22/19|10:38 AM|35.80056691|-78.74766088|CLEAR|UNKNOWN
5/28/19|7:25:41 PM|35.78508307|-78.78119645|CLEAR|DAYLIGHT
5/29/19|7:56:43 AM|35.83670118|-78.88305472|CLEAR|DAYLIGHT
5/29/19|5:59:59 PM|35.67222107|-78.75011162|CLEAR|DAYLIGHT
5/30/19|8:14:10 AM|35.86094761|-78.89535009|CLEAR|DAYLIGHT
5/31/19|4:58:55 PM|35.82064945|-78.78167826|CLOUDY|DAYLIGHT
5/30/19|7:49:12 PM|35.80302091|-78.77473815|CLEAR|DAYLIGHT
6/1/19|12:15 PM|35.79063821|-78.77651761|CLEAR|DAYLIGHT
6/4/19|6:31:03 PM|35.82890508|-78.79083993|CLEAR|DAYLIGHT
6/4/19|4:31:37 PM|35.58383268|-78.67123514|CLEAR|DAYLIGHT
6/6/19|6:47:26 PM|35.79295012|-78.87057115|CLEAR|DAYLIGHT
6/11/19|10:50 PM|35.80798981|-78.88337155|CLEAR|DAYLIGHT
6/17/19|3:09:50 PM|35.78349619|-78.86708357|CLEAR|DAYLIGHT
6/18/19|5:48:49 PM|35.60195368|-78.79930456|CLEAR|DAYLIGHT
6/18/19|2:43:17 AM|35.77608208|-78.77249201|CLEAR|DARK - ROADWAY NOT LIGHTED
6/20/19|5:34:56 PM|35.78905422|-78.82890126|RAIN|DAYLIGHT
12/12/19|9:11:10 PM|35.82917602|-78.90034440000001|CLEAR|DARK - LIGHTED ROADWAY
12/13/19|11:06 AM|35.70890093|-78.69614875|RAIN|DARK - LIGHTED ROADWAY
12/12/19|2:48:45 PM|35.77165997|-78.76519033|CLEAR|DAYLIGHT
12/12/19|2:28:17 PM|35.70341123|-78.78177672|CLEAR|DAYLIGHT
12/13/19|11:16 PM|35.75954137|-78.74137283|RAIN|DARK - LIGHTED ROADWAY
12/12/19|4:08:42 PM|35.77625371|-78.76027425|CLEAR|DAWN
12/17/19|6:24:57 PM|35.78309822|-78.78124100000001|RAIN|DARK - LIGHTED ROADWAY
12/18/19|3:15:02 PM|35.73484478|-78.79776199|CLEAR|DAYLIGHT
12/26/19|7:33:09 PM|35.79291252|-78.81293712|CLEAR|DARK - LIGHTED ROADWAY
12/30/19|8:24:49 PM|35.87302266|-78.60768909|CLEAR|DARK - LIGHTED ROADWAY
12/5/19|1:09:29 PM|35.80175852|-78.77195226|CLOUDY|DARK - LIGHTED ROADWAY
6/23/19|3:01:16 PM|35.79893953|-78.75861994|CLEAR|DAYLIGHT
6/25/19|9:28:32 AM|35.79010474|-78.77887857|CLEAR|DAYLIGHT
6/25/19|2:16:46 PM|35.79530055|-78.81801719|CLEAR|DAYLIGHT
6/26/19|6:17:57 AM|35.86070659|-78.81601795|CLEAR|DAYLIGHT
7/1/19|12:34 AM|35.77311021|-78.87341952|CLEAR|DARK - LIGHTED ROADWAY
7/1/19|1:53:53 PM|35.79464772|-78.8705187|CLEAR|DAYLIGHT
7/3/19|11:13 AM|35.81614793|-78.85281782|CLEAR|DAYLIGHT
7/17/19|4:46:35 PM|35.81087279|-78.78438769|CLEAR|DAYLIGHT
7/17/19|12:55 PM|35.75015236|-78.75261225|CLEAR|DAYLIGHT
3/4/19|5:58:58 PM|35.94463947|-78.5620243|CLEAR|DAYLIGHT
3/2/19|11:46 AM|35.80221145|-78.78662602|CLEAR|DAYLIGHT
3/5/19|9:09:22 AM|35.83491487|-78.88315052|CLOUDY|DAYLIGHT
3/5/19|2:06:34 PM|35.76635379|-78.73572499|CLEAR|DAYLIGHT
3/7/19|5:26:22 PM|35.73424132|-78.62170621|CLEAR|DAYLIGHT
3/11/19|3:19:25 PM|35.79377135|-78.87398781|CLEAR|DAYLIGHT
3/13/19|10:15 AM|35.78905422|-78.82890126|CLEAR|DAYLIGHT
3/13/19|2:24:12 PM|35.82405146|-78.86828867|CLEAR|DAYLIGHT
3/14/19|10:04 AM|35.73957007|-78.80504959999999|CLEAR|DAYLIGHT
3/13/19|3:34:26 PM|35.74153956|-78.80970621|CLEAR|DAYLIGHT
3/15/19|11:01 AM|35.72641059|-78.7665796|CLEAR|DAYLIGHT
3/15/19|9:28:35 AM|35.74038645|-78.81569249|CLOUDY|DAYLIGHT
3/16/19|6:15:43 PM|35.81297677|-78.91459864|CLEAR|UNKNOWN
3/19/19|2:37:49 PM|35.76003765|-78.84173821|CLEAR|DAYLIGHT
3/21/19|2:57:51 AM|35.85952214|-78.89414883|RAIN|DARK - LIGHTED ROADWAY
3/21/19|6:17:20 PM|35.7951311|-78.76344038|CLOUDY|DAYLIGHT
3/27/19|3:09:18 PM|35.83468503|-78.76972085|CLEAR|DAYLIGHT
3/28/19|2:25:29 PM|35.77903396|-78.76888932|CLEAR|DAYLIGHT
3/29/19|5:57:18 PM|35.83560202|-78.90893038|CLEAR|DAYLIGHT
4/3/19|5:10:26 PM|35.76635379|-78.73572499|CLEAR|DAYLIGHT
4/5/19|8:42:10 AM|35.74649536|-78.77559142|RAIN|DAYLIGHT
4/6/19|1:53:30 AM|35.79114681|-78.85029646|RAIN|DARK - LIGHTED ROADWAY
4/7/19|1:52:07 AM|35.79583529|-78.88102099999999|CLEAR|DAYLIGHT
3/22/19|8:36:11 AM|35.80809589|-78.87058866|CLEAR|DAYLIGHT
4/18/19|6:12:43 PM|35.76947554|-78.79651916|CLEAR|DAYLIGHT
4/18/19|6:59:58 PM|35.73873252|-78.79843887|CLEAR|DUSK
4/17/19|1:34:11 PM|35.7834135|-78.79052853|CLEAR|DAYLIGHT
4/23/19|9:04:04 AM|35.76770757|-78.82436314|CLEAR|DAYLIGHT
4/26/19|2:36:33 PM|35.77388418|-78.58989265|CLOUDY|DAYLIGHT
4/27/19|8:05:53 PM|35.78987222|-78.75033359999999|CLEAR|DUSK
5/5/19|5:37:01 PM|35.78583024|-78.86793955|RAIN|DAYLIGHT
5/8/19|4:54:53 PM|35.83794837|-78.89830375|CLEAR|DAYLIGHT
5/11/19|4:48:24 PM|35.75954137|-78.74137283|CLOUDY|DAYLIGHT
5/9/19|1:56:43 AM|35.66910488|-78.94941506|CLEAR|DARK - LIGHTED ROADWAY
6/5/19|11:07 AM|35.84586766|-78.88519003|CLEAR|DAYLIGHT
6/6/19|10:55 AM|35.73894832|-78.79830394|CLEAR|DAYLIGHT
