Date|Time|Lat|Lng|Weather|Nautical_Twilight
6/13/19|1:39:53 AM|35.75918118|-78.79601629999999|CLEAR|DARK - ROADWAY NOT LIGHTED
6/12/19|11:15 AM|35.81921668|-78.89995022|CLEAR|DAYLIGHT
6/16/19|10:52 PM|35.84942777|-78.8915929|CLEAR|DARK - LIGHTED ROADWAY
6/15/19|12:19 PM|35.74276406|-78.75677901|CLEAR|DAYLIGHT
6/18/19|5:40:27 PM|35.76314275|-78.77856674|CLEAR|DAYLIGHT
6/20/19|1:24:55 PM|35.8293843|-78.77270804|CLOUDY|DAYLIGHT
6/30/19|8:47:37 AM|35.78807232|-78.76364688|CLEAR|UNKNOWN
7/3/19|9:43:56 AM|35.82699862|-78.80490537|CLEAR|DAYLIGHT
7/8/19|1:51:23 PM|35.74215976|-78.76179693|CLEAR|DAYLIGHT
7/8/19|5:48:59 PM|35.69115475|-78.83799022|CLEAR|DAYLIGHT
7/14/19|8:28:56 AM|35.77315996|-78.80615023|CLEAR|DAYLIGHT
7/15/19|3:33:36 PM|35.76963264|-78.87408569|CLEAR|DAYLIGHT
7/17/19|4:06:24 PM|35.84232983|-78.90331465|CLOUDY|DAYLIGHT
7/17/19|8:21:22 AM|35.86107986|-78.89781397|CLEAR|DAYLIGHT
7/24/19|8:47:49 AM|35.83458316|-78.87419453|CLEAR|DAYLIGHT
7/29/19|1:06:59 PM|35.95818838|-78.54675648|CLEAR|DAYLIGHT
7/30/19|5:17:05 PM|35.83301266|-78.880246|CLEAR|DAYLIGHT
10/11/19|10:28 PM|35.82901481|-78.79775834|CLEAR|DARK - LIGHTED ROADWAY
10/17/19|3:56:25 PM|35.91302247|-78.39600408|CLEAR|DAYLIGHT
10/23/19|4:05:31 PM|35.737154100000005|-78.79085465|CLEAR|DAYLIGHT
10/24/19|10:20 AM|35.74232698|-78.81424996|CLEAR|DAYLIGHT
10/22/19|2:57:18 PM|35.79143799|-78.78113751|RAIN|DAYLIGHT
10/24/19|5:36:39 PM|35.83670118|-78.88305472|CLEAR|DAYLIGHT
10/27/19|7:42:40 PM|35.73720886|-78.79086044|CLOUDY|DARK - ROADWAY NOT LIGHTED
10/28/19|11:01 AM|35.7953188|-78.81804537|CLEAR|DAYLIGHT
10/29/19|12:32 PM|35.83257307|-78.88632897|CLEAR|DAYLIGHT
10/30/19|8:20:07 AM|35.77884576|-78.90278873|RAIN|DAYLIGHT
11/1/19|2:34:25 PM|35.8016907|-78.76348355|CLEAR|DARK - UNKNOWN LIGHTING
11/4/19|2:44:56 PM|35.74547361|-78.7740689|CLEAR|DARK - UNKNOWN LIGHTING
11/8/19|6:09:01 PM|35.83583371|-78.89023796|CLEAR|DARK - LIGHTED ROADWAY
11/12/19|7:31:42 AM|35.81963459|-78.85501332|RAIN|DAYLIGHT
11/15/19|8:56:09 AM|35.76635376|-78.73572499|RAIN|DAYLIGHT
11/17/19|6:19:29 PM|35.64453448|-78.98247113|CLEAR|DARK - ROADWAY NOT LIGHTED
11/22/19|2:13:44 PM|35.82083681|-78.89880174|CLEAR|DAYLIGHT
11/25/19|9:59:10 AM|35.82890508|-78.79083993|CLEAR|DARK - LIGHTED ROADWAY
11/27/19|5:02:55 PM|35.595749|-78.78834506|CLOUDY|DUSK
11/26/19|6:09:18 PM|35.78344326|-78.79056389|CLEAR|DARK - LIGHTED ROADWAY
11/24/19|1:42:42 PM|35.66910488|-78.94941506|CLEAR|DAYLIGHT
12/1/19|11:32 AM|35.64453448|-78.98247113|CLOUDY|DAYLIGHT
11/29/19|11:13 AM|35.79037688|-78.78628127|CLEAR|DAYLIGHT
11/29/19|3:37:44 PM|35.66640387|-78.7541196|CLEAR|DAYLIGHT
12/4/19|3:32:06 AM|35.69115475|-78.83799018|CLEAR|DARK - ROADWAY NOT LIGHTED
12/4/19|12:09 PM|35.81889051|-78.80282729999999|CLEAR|DAYLIGHT
12/7/19|2:43:19 AM|35.69444171|-79.21669623|CLEAR|DARK - LIGHTED ROADWAY
12/6/19|2:52:12 AM|35.78673576|-78.76249383|CLEAR|DARK - LIGHTED ROADWAY
12/10/19|8:26:26 PM|35.73793377|-78.79567475|CLOUDY|DARK - ROADWAY NOT LIGHTED
12/12/19|10:49 AM|35.84906907|-78.83067059999999|CLEAR|DAYLIGHT
12/13/19|12:55 AM|35.74222888|-78.78065811|RAIN|DARK - LIGHTED ROADWAY
12/13/19|12:52 PM|35.78225623|-78.78767412|RAIN|DAYLIGHT
12/16/19|11:47 AM|35.84630615|-78.89544919|CLEAR|DAYLIGHT
12/17/19|1:30:15 PM|35.784088399999995|-78.82618623|RAIN|DAYLIGHT
12/19/19|5:58:43 PM|35.80542636|-78.77465344|CLEAR|DARK - LIGHTED ROADWAY
12/21/19|10:24 PM|35.75028173|-78.77606664|CLEAR|DARK - LIGHTED ROADWAY
12/21/19|4:32:37 AM|35.69743714|-78.87133259|CLEAR|DARK - ROADWAY NOT LIGHTED
12/27/19|5:08:22 PM|35.83670118|-78.88305472|CLEAR|DARK - ROADWAY NOT LIGHTED
7/30/19|4:40:29 PM|35.82914574|-78.88418313|CLEAR|DAYLIGHT
7/26/19|4:13:39 PM|35.79642312|-78.87066463|CLEAR|DAYLIGHT
8/1/19|2:31:27 PM|35.60195368|-78.79930456|CLEAR|DAYLIGHT
7/28/19|8:22:46 AM|35.78942648|-78.80980051|CLEAR|DAYLIGHT
8/7/19|4:07:07 PM|35.80597613|-78.78470259|CLEAR|DAYLIGHT
8/8/19|6:03:32 PM|35.62421587|-78.77340118|CLEAR|DAYLIGHT
8/12/19|4:13:30 PM|35.80131332|-78.77381089|CLEAR|DARK - LIGHTED ROADWAY
8/15/19|1:24:48 PM|35.91046456|-78.58858194|CLEAR|DAYLIGHT
8/15/19|3:41:36 PM|35.81832676|-78.75380811|CLEAR|DAYLIGHT
8/20/19|7:50:00 PM|35.79063821|-78.77651761|CLEAR|DUSK
8/22/19|2:08:08 PM|35.83016547|-78.77432516|CLEAR|DAYLIGHT
8/23/19|2:46:08 PM|35.78165818|-78.82267196|CLEAR|DAYLIGHT
8/25/19|2:36:38 PM|35.78864171|-78.78120324|CLEAR|DAYLIGHT
8/31/19|10:47 PM|35.78673576|-78.76249383|CLEAR|DARK - ROADWAY NOT LIGHTED
9/3/19|4:11:28 PM|35.78774169|-78.8708349|CLEAR|DAYLIGHT
9/3/19|2:36:54 PM|35.77589662|-78.76417339|CLEAR|DAYLIGHT
9/4/19|3:22:42 PM|35.78353551|-78.80177556|CLEAR|DAYLIGHT
9/9/19|6:08:10 PM|35.78053622|-78.83743485|CLEAR|DAYLIGHT
9/8/19|12:40 PM|35.66819655|-78.73927486|CLEAR|DAYLIGHT
9/18/19|10:41 AM|35.835107|-78.89385523|CLEAR|DAYLIGHT
9/19/19|4:53:08 AM|35.76189114|-78.74493492|CLEAR|DARK - LIGHTED ROADWAY
9/22/19|10:29 AM|35.78510906|-78.78123175|CLEAR|UNKNOWN
9/20/19|7:18:46 AM|35.81307748|-78.86527896|CLEAR|DAYLIGHT
9/27/19|9:22:08 AM|35.77313575|-78.87337690000001|CLEAR|DAYLIGHT
9/26/19|6:01:25 PM|35.76613726|-78.73621407|CLEAR|DAYLIGHT
9/30/19|11:59 AM|35.76532014|-78.81965459999999|CLEAR|DAYLIGHT
10/1/19|8:59:34 AM|35.823584499999996|-78.81048886|CLEAR|DAYLIGHT
10/2/19|4:37:47 PM|35.76468689|-78.78860254|CLEAR|DAYLIGHT
10/3/19|3:23:35 PM|35.91131647|-78.48064892|CLEAR|DAYLIGHT
10/4/19|2:55:59 PM|35.94463947|-78.5620243|CLEAR|DAYLIGHT
10/6/19|10:05 PM|35.98783612|-78.67805458|CLEAR|DARK - ROADWAY NOT LIGHTED
10/9/19|7:22:20 PM|35.7695933|-78.84025103|CLEAR|DAYLIGHT
10/10/19|5:27:21 AM|35.80633057|-78.80235372|CLEAR|DARK - ROADWAY NOT LIGHTED
10/10/19|4:40:00 PM|35.74153956|-78.80970621|CLEAR|DAYLIGHT
10/12/19|1:28:36 PM|35.767694|-78.82071201|CLEAR|DAYLIGHT
10/13/19|12:58 AM|35.74804376|-78.75850467|CLEAR|DARK - LIGHTED ROADWAY
1/6/19|3:32:24 PM|35.74210116|-78.88001951|CLEAR|DAYLIGHT
1/10/19|10:28 PM|35.78307574|-78.78335968|CLEAR|DARK - LIGHTED ROADWAY
1/12/19|3:25:28 PM|35.78814541|-78.84795985|CLOUDY|DAYLIGHT
1/16/19|8:06:29 AM|35.94550462|-78.56081774|CLEAR|DAYLIGHT
1/25/19|10:33 AM|35.74051179999999|-78.80477353|CLEAR|DAYLIGHT
1/25/19|2:22:16 PM|35.72490908|-78.81795644|CLEAR|DAYLIGHT
1/26/19|4:12:54 PM|35.82939659|-78.77266668|CLEAR|DAYLIGHT
2/4/19|5:08:07 PM|35.74861325|-78.77190784|CLEAR|DAYLIGHT
2/5/19|6:21:38 PM|35.75954137|-78.74137283|CLEAR|DARK - LIGHTED ROADWAY
2/1/19|7:52:55 PM|35.79890362|-78.90030920000001|CLEAR|DARK - LIGHTED ROADWAY
2/7/19|6:12:15 PM|35.65362257|-78.74544367|CLEAR|DARK - LIGHTED ROADWAY
2/7/19|8:32:13 PM|35.76298512|-78.80486931|CLOUDY|DARK - ROADWAY NOT LIGHTED
2/11/19|9:21:17 AM|35.77846829|-78.87242544|RAIN|DAYLIGHT
2/14/19|3:24:55 PM|35.79139098|-78.77820741|CLEAR|DAYLIGHT
2/15/19|11:03 AM|35.76991577|-78.84777375|CLEAR|DAYLIGHT
2/15/19|8:24:18 AM|35.82367312|-78.77504702|CLEAR|DAYLIGHT
2/20/19|5:33:56 PM|35.80401887|-78.80521796|RAIN|DUSK
2/21/19|6:00:12 PM|35.8017213|-78.76969203|CLEAR|DAYLIGHT
2/24/19|8:10:59 AM|35.79021784|-78.77790968|CLOUDY|DAYLIGHT
2/25/19|5:13:52 PM|35.62421587|-78.77340118|CLEAR|DAYLIGHT
2/25/19|6:41:23 AM|35.75663528|-78.81696745|CLEAR|DAYLIGHT
2/21/19|12:02 PM|35.91131647|-78.48064892|CLOUDY|DAYLIGHT
6/22/19|8:42:54 AM|35.79969024|-78.74382634|CLEAR|DAYLIGHT
6/25/19|11:39 AM|35.73721654|-78.75714906|CLEAR|DAYLIGHT
7/2/19|2:13:56 PM|35.75114996|-78.81329065|CLEAR|DAYLIGHT
10/1/19|10:15 AM|35.98783612|-78.67805458|CLEAR|UNKNOWN
10/3/19|5:25:59 PM|35.82890508|-78.79083997|CLEAR|DAYLIGHT
10/5/19|4:04:43 PM|35.74031193|-78.80987758|CLEAR|DAYLIGHT
10/18/19|6:35:43 PM|35.74995282|-78.74519077|CLEAR|DAYLIGHT
10/18/19|6:46:29 PM|35.74965072|-78.75096828|CLEAR|DARK - LIGHTED ROADWAY
10/24/19|4:12:57 PM|35.75331235|-78.73116281|CLEAR|DAYLIGHT
10/25/19|6:09:51 PM|35.59090115|-78.78620792|CLEAR|DAYLIGHT
10/31/19|11:59 AM|35.82456209|-78.83765117|CLEAR|DAYLIGHT
10/31/19|5:20:07 PM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
10/25/19|10:08 PM|35.64492557|-78.64929506|CLEAR|DAYLIGHT
11/3/19|1:22:01 PM|35.75948879|-78.74982148|CLEAR|DAYLIGHT
11/2/19|12:27 AM|35.81597076|-78.78983455|CLEAR|DARK - LIGHTED ROADWAY
11/3/19|12:50 PM|35.76765915|-78.74094236|CLEAR|DAYLIGHT
11/6/19|1:35:55 AM|35.76834781|-78.87432915|CLEAR|DARK - LIGHTED ROADWAY
11/11/19|12:59 PM|35.81600283|-78.79251976|CLEAR|DAYLIGHT
11/14/19|9:02:15 AM|35.81995785|-78.90930302|CLOUDY|DARK - UNKNOWN LIGHTING
11/13/19|12:12 PM|35.74314227|-78.77890202|CLEAR|DAYLIGHT
11/20/19|2:39:47 PM|35.76025985|-78.74342832|CLEAR|DAYLIGHT
11/20/19|5:26:56 PM|35.75502219|-78.78104811|CLEAR|DUSK
11/23/19|2:18:44 PM|35.78925282|-78.85492276|RAIN|DAYLIGHT
11/24/19|12:21 PM|35.81910849|-78.85614972|CLEAR|DAYLIGHT
11/10/19|12:11 AM|35.80382662|-78.80163179|CLEAR|DAYLIGHT
11/30/19|11:37 AM|35.76874173|-78.75316388|CLOUDY|DAYLIGHT
12/1/19|1:11:17 PM|35.83882609|-78.88513211|CLOUDY|DAYLIGHT
11/29/19|1:34:12 PM|35.78657478|-78.78124801|CLEAR|DAYLIGHT
12/3/19|5:01:24 PM|35.79342989|-78.78948423|CLEAR|DUSK
12/4/19|7:31:55 AM|35.84906907|-78.83067059999999|CLEAR|DAYLIGHT
12/3/19|1:05:50 PM|35.83341388|-78.89370817|CLEAR|DAYLIGHT
12/9/19|3:07:28 PM|35.75584716|-78.74813361|CLEAR|DAYLIGHT
12/11/19|4:19:12 PM|35.79208722|-78.78113279|CLOUDY|DAYLIGHT
12/13/19|4:54:24 PM|35.78307574|-78.78335968|RAIN|DAYLIGHT
12/16/19|4:27:36 PM|35.77473709|-78.77508408|CLEAR|DAYLIGHT
12/16/19|2:44:42 PM|35.74045593|-78.77600537|CLEAR|DAYLIGHT
12/17/19|8:51:03 PM|35.85782809|-78.89793073|CLOUDY|DARK - LIGHTED ROADWAY
12/18/19|11:03 AM|35.78187593|-78.78916578|CLEAR|DAYLIGHT
12/19/19|6:33:43 PM|35.72490908|-78.81795644|CLEAR|DARK - ROADWAY NOT LIGHTED
12/20/19|11:40 AM|35.70346962|-78.79307591|CLEAR|DAYLIGHT
12/20/19|3:30:34 PM|35.76126621|-78.74187459999999|CLEAR|DAYLIGHT
12/20/19|5:57:03 PM|35.76486493|-78.87499565|CLEAR|DARK - LIGHTED ROADWAY
12/25/19|7:35:37 PM|35.82550594|-78.91925752|CLEAR|DARK - LIGHTED ROADWAY
12/31/19|12:00 AM|35.80304314|-78.78678739|CLEAR|DAYLIGHT
7/31/19|1:39:51 PM|35.7321596|-78.80708658|CLEAR|DAYLIGHT
8/2/19|9:34:39 PM|35.59574902|-78.78834502|RAIN|DARK - LIGHTED ROADWAY
8/2/19|4:19:21 PM|35.73484478|-78.79776199|CLEAR|DAYLIGHT
8/6/19|9:08:11 PM|35.87252495|-78.81611127|CLEAR|DAYLIGHT
8/7/19|9:53:51 AM|35.76180673|-78.74825912|CLEAR|DAYLIGHT
8/8/19|4:56:26 PM|35.7265766|-79.22918951|CLEAR|DAYLIGHT
8/8/19|3:01:46 PM|35.74210116|-78.88001954|CLEAR|DAYLIGHT
8/8/19|3:10:17 PM|35.78864647|-78.77035096|CLEAR|DAYLIGHT
8/11/19|6:57:08 PM|35.75776395|-78.73637239|CLEAR|DAYLIGHT
8/8/19|7:30:31 PM|35.7354347|-78.7960871|CLEAR|DAYLIGHT
8/13/19|3:15:41 PM|35.82939659|-78.77266668|CLEAR|DAYLIGHT
8/14/19|7:40:58 AM|35.82890723|-78.89737182|CLOUDY|DAYLIGHT
8/14/19|1:04:18 PM|35.83820328|-78.86392423|CLEAR|DAYLIGHT
8/14/19|2:16:45 PM|35.73883214|-78.80988487|CLEAR|DAYLIGHT
8/14/19|2:52:37 AM|35.79509676|-78.87890481|CLOUDY|DARK - ROADWAY NOT LIGHTED
8/16/19|3:49:42 PM|35.75332943|-78.7311219|CLOUDY|DAYLIGHT
8/12/19|8:35:25 PM|35.69115475|-78.83799018|CLEAR|DAYLIGHT
8/19/19|8:17:12 AM|35.74210116|-78.88001951|CLEAR|DAYLIGHT
8/20/19|12:34 PM|35.78346301|-78.82164852|CLEAR|DAYLIGHT
8/21/19|5:25:13 PM|35.83932475|-78.90169456|CLEAR|DAYLIGHT
8/21/19|2:27:07 PM|35.76635379|-78.73572499|CLEAR|DAYLIGHT
8/26/19|7:33:14 AM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
8/25/19|5:31:17 PM|35.74210116|-78.88001951|CLEAR|DAYLIGHT
8/28/19|7:03:39 PM|35.7571152|-78.82007735|CLEAR|DAYLIGHT
8/27/19|8:51:38 AM|35.78262326|-78.87258702|CLEAR|DAYLIGHT
9/3/19|4:27:30 PM|35.79153686|-78.85535452|CLEAR|DAYLIGHT
9/3/19|4:01:50 PM|35.86095369|-78.89622502|CLEAR|DAYLIGHT
9/4/19|12:39 PM|35.74222888|-78.78065811|CLEAR|DAYLIGHT
9/3/19|5:10:55 PM|35.81065921|-78.78373182|CLEAR|DAYLIGHT
9/4/19|12:20 PM|35.78304614|-78.78332142|CLEAR|DAYLIGHT
9/14/19|6:43:58 PM|35.7396012|-78.80506931|CLEAR|DARK - ROADWAY NOT LIGHTED
9/13/19|9:45:11 AM|35.78716059|-78.78332557|CLEAR|DAYLIGHT
9/17/19|3:39:45 PM|35.78066078|-78.83877265|CLOUDY|DAYLIGHT
9/17/19|4:12:07 PM|35.79635394|-78.80276462|CLEAR|DAYLIGHT
9/18/19|2:15:15 PM|35.77881959|-78.81183735|CLEAR|DAYLIGHT
9/17/19|11:59 AM|35.74210116|-78.88001951|CLEAR|DAYLIGHT
9/18/19|3:09:50 PM|35.78344526|-78.8100017|CLEAR|DAYLIGHT
9/23/19|4:41:47 PM|35.76311497|-78.74260269|CLEAR|DAYLIGHT
9/21/19|8:28:15 PM|35.79080464|-78.78328502|CLEAR|DARK - ROADWAY NOT LIGHTED
10/2/19|1:37:48 PM|35.911269700000005|-78.76312041|CLEAR|DAYLIGHT
10/2/19|10:28 AM|35.81199744|-78.91112568|CLEAR|DAYLIGHT
10/4/19|8:08:12 PM|35.82729581|-78.79969857|CLEAR|DARK - LIGHTED ROADWAY
10/7/19|7:07:21 PM|35.76431806|-78.74981875|CLEAR|DARK - LIGHTED ROADWAY
10/8/19|6:40:08 AM|35.7744957|-78.76688293|CLOUDY|DAYLIGHT
10/13/19|1:31:45 PM|35.84057945|-78.89616514|RAIN|DAYLIGHT
10/12/19|5:06:14 AM|35.79051709|-78.82342386|CLEAR|DAYLIGHT
10/12/19|5:50:00 PM|35.72709941|-78.80379213|CLEAR|DAYLIGHT
10/15/19|6:47:18 PM|35.71606835|-78.84120053|CLEAR|DAYLIGHT
10/22/19|7:22:17 AM|35.76820488|-78.84395551|CLOUDY|DAYLIGHT
10/28/19|6:43:58 AM|35.73720889|-78.7908604|CLEAR|DAWN
6/29/19|3:14:35 AM|35.82064391|-78.78310091|CLEAR|DAYLIGHT
6/29/19|10:29 AM|35.80374311|-78.77462991|CLEAR|DAYLIGHT
7/4/19|10:17 PM|35.72709941|-78.80379213|CLEAR|DARK - LIGHTED ROADWAY
7/10/19|3:39:00 PM|35.76683389|-78.74804504|CLEAR|DAYLIGHT
7/12/19|10:53 PM|35.79879663|-78.76706829999999|CLEAR|DAYLIGHT
7/17/19|6:29:47 PM|35.79886194|-78.30951923|CLEAR|DAYLIGHT
7/23/19|8:39:49 AM|35.69115475|-78.83799018|CLEAR|DAYLIGHT
7/25/19|9:39:21 PM|35.77185575|-78.80352767|CLEAR|DAYLIGHT
7/27/19|1:03:35 PM|35.83084407|-78.91503648|CLEAR|DAYLIGHT
7/30/19|10:12 PM|35.82106639|-78.80868079|CLEAR|DARK - LIGHTED ROADWAY
3/1/19|3:28:51 PM|35.81369566|-78.87268269|RAIN|DAYLIGHT
2/27/19|4:36:42 PM|35.77157396|-78.79032829|CLOUDY|DAYLIGHT
3/5/19|4:50:47 PM|35.75948879|-78.74982148|CLEAR|DAYLIGHT
3/6/19|10:39 AM|35.83301266|-78.880246|CLEAR|DAYLIGHT
3/7/19|7:44:18 AM|35.73869608|-78.79841368|CLEAR|DAYLIGHT
3/7/19|3:55:36 PM|35.78671229|-78.77537784|CLEAR|DAYLIGHT
3/12/19|10:06 AM|35.82181222|-78.91951123|CLEAR|DAYLIGHT
3/12/19|10:24 AM|35.82323075|-78.87417637|CLEAR|DAYLIGHT
3/12/19|7:43:01 AM|35.78174969|-78.76185018|CLEAR|DAYLIGHT
3/13/19|8:46:49 AM|35.81884628|-78.90244761|CLEAR|DAYLIGHT
3/15/19|10:58 AM|35.85952214|-78.89414883|CLOUDY|DAYLIGHT
3/15/19|11:07 AM|35.78051303|-78.83740876|CLEAR|DAYLIGHT
3/18/19|11:35 PM|35.81835981|-78.79494443|CLEAR|DAYLIGHT
3/16/19|10:00 PM|35.85116104|-78.89248437|CLEAR|DARK - LIGHTED ROADWAY
3/21/19|7:49:17 AM|35.827261299999996|-78.7996995|RAIN|DAYLIGHT
3/21/19|4:46:53 PM|35.77160103|-78.81285199|CLEAR|DAYLIGHT
3/24/19|9:22:12 PM|35.75956508|-78.74137444|CLEAR|DARK - LIGHTED ROADWAY
3/25/19|11:52 AM|35.73789038|-78.77946603|CLEAR|DAYLIGHT
3/25/19|6:06:13 PM|35.78683298|-78.87524452|RAIN|DUSK
3/25/19|5:25:09 PM|35.78986305|-78.87060937|CLOUDY|DAYLIGHT
3/28/19|4:19:24 PM|35.80887961|-78.76919356|CLEAR|DAYLIGHT
3/25/19|1:12:20 PM|35.79101034|-78.80971967|CLEAR|DAYLIGHT
4/1/19|4:34:26 PM|35.73720889|-78.7908604|CLEAR|DAYLIGHT
4/5/19|9:25:21 AM|35.81645462|-78.81201202|RAIN|DAYLIGHT
4/5/19|4:06:04 PM|35.78780618|-78.47541229|OTHER *|UNKNOWN
4/5/19|5:21:26 PM|35.75639210000001|-78.81366026|RAIN|DAYLIGHT
4/8/19|8:05:17 AM|35.77032292|-78.7559465|CLOUDY|DAYLIGHT
4/10/19|8:01:45 PM|35.780513|-78.83740876|CLEAR|DARK - LIGHTED ROADWAY
4/11/19|1:22:20 PM|35.74222888|-78.78065811|CLEAR|DAYLIGHT
4/12/19|3:50:18 PM|35.76198134|-78.82181469|RAIN|DAYLIGHT
4/12/19|3:15:12 PM|35.79063821|-78.77651761|RAIN|DAYLIGHT
4/17/19|12:09 PM|35.60195368|-78.79930456|CLEAR|DAYLIGHT
4/17/19|7:11:22 PM|35.79885142|-78.76707111|CLEAR|DAYLIGHT
4/24/19|5:09:21 PM|35.79181149|-78.77606084|CLEAR|DAYLIGHT
5/4/19|12:35 AM|35.78975873|-78.76122896|CLOUDY|DARK - LIGHTED ROADWAY
5/3/19|1:41:15 PM|35.817345399999994|-78.91578133|CLEAR|DAYLIGHT
5/3/19|2:33:37 PM|35.78067827|-78.79439053|CLEAR|DAYLIGHT
5/3/19|6:52:46 PM|35.75791299|-78.78301415|CLEAR|DAYLIGHT
5/3/19|2:53:24 PM|35.79033855|-78.78626242|CLEAR|DAYLIGHT
4/30/19|10:06 PM|35.78179604|-78.80121047|CLEAR|DAYLIGHT
5/6/19|11:32 AM|35.74053151|-78.80474525|CLEAR|DAYLIGHT
5/3/19|1:42:15 PM|35.7953188|-78.81804537|CLEAR|DAYLIGHT
4/10/19|11:27 AM|35.80809589|-78.87058866|CLEAR|DAYLIGHT
5/9/19|7:12:11 AM|35.74153956|-78.80970624|CLEAR|DAYLIGHT
5/13/19|1:07:21 PM|35.74210116|-78.88001954|CLOUDY|DAYLIGHT
5/15/19|4:28:53 PM|35.7745541|-78.82573049|CLEAR|DAYLIGHT
5/22/19|5:07:35 PM|35.79143799|-78.78113751|CLOUDY|DAYLIGHT
5/22/19|3:50:15 PM|35.911269700000005|-78.76312041|CLOUDY|DAYLIGHT
5/25/19|7:38:22 AM|35.76493786|-78.78738797|CLEAR|DAYLIGHT
5/25/19|9:17:10 PM|35.78496448|-78.76543578|CLEAR|DARK - ROADWAY NOT LIGHTED
5/25/19|6:18:23 PM|35.737154100000005|-78.79085468|CLEAR|DAYLIGHT
5/29/19|8:19:44 AM|35.82833506|-78.8609574|CLEAR|DAYLIGHT
5/31/19|12:46 PM|35.8117967|-78.79843297|CLEAR|DARK - ROADWAY NOT LIGHTED
5/9/19|6:13:25 PM|35.81070073|-78.90430868|CLEAR|DUSK
5/31/19|1:12:41 PM|35.76186055|-78.82174964|CLEAR|DAYLIGHT
5/31/19|3:19:20 PM|35.77589659|-78.76417342|CLEAR|DAYLIGHT
6/3/19|5:02:44 PM|35.58881132|-78.64196726|CLEAR|DAYLIGHT
6/7/19|7:33:20 AM|35.74245971|-78.76081416|CLOUDY|DAYLIGHT
6/7/19|7:50:16 AM|35.83670118|-78.88305472|CLOUDY|DAYLIGHT
6/7/19|2:30:03 PM|35.77584765|-78.80144462|RAIN|DAYLIGHT
6/6/19|5:46:09 PM|35.83301266|-78.880246|CLEAR|DAYLIGHT
6/11/19|3:36:11 PM|35.780159000000005|-78.86499367|CLEAR|DAYLIGHT
6/12/19|1:38:06 PM|35.87252495|-78.81611127|CLOUDY|DAYLIGHT
6/12/19|6:10:47 AM|35.79070224|-78.89962763|RAIN|DARK - LIGHTED ROADWAY
6/18/19|4:11:42 AM|35.78289992|-78.78589687|CLEAR|DARK - LIGHTED ROADWAY
6/18/19|6:23:06 PM|35.78434617|-78.85623851|CLOUDY|DAYLIGHT
6/23/19|5:28:36 PM|35.76635376|-78.73572499|CLEAR|DAYLIGHT
6/22/19|10:04 AM|35.7367539|-78.7786444|CLEAR|DAYLIGHT
6/25/19|9:48:14 AM|36.0659311|-78.68515872|CLEAR|DAYLIGHT
6/27/19|6:53:40 PM|35.855662200000005|-78.89727036|CLEAR|DAYLIGHT
7/13/19|4:05:41 PM|35.83899163|-78.6502978|CLEAR|DAYLIGHT
7/18/19|7:35:11 AM|35.73720886|-78.79086044|CLEAR|DAYLIGHT
